text_id,n_words,n_tokens,n_nouns,n_verbs,corpus,language
n02056,65,48,15,6,UD_Japanese-PUD,Japanese
n02058,65,49,17,6,UD_Japanese-PUD,Japanese
n02066,60,47,18,6,UD_Japanese-PUD,Japanese
n02068,63,47,17,2,UD_Japanese-PUD,Japanese
n02069,61,45,21,5,UD_Japanese-PUD,Japanese
n02073,57,48,18,4,UD_Japanese-PUD,Japanese
n02074,63,49,20,4,UD_Japanese-PUD,Japanese
n02075,62,48,19,8,UD_Japanese-PUD,Japanese
n02076,61,50,20,5,UD_Japanese-PUD,Japanese
n02078,62,43,20,0,UD_Japanese-PUD,Japanese
n02079,67,53,22,10,UD_Japanese-PUD,Japanese
n02081,72,54,22,4,UD_Japanese-PUD,Japanese
n02082,70,48,18,12,UD_Japanese-PUD,Japanese
n02083,67,55,23,5,UD_Japanese-PUD,Japanese
n03001,66,45,14,2,UD_Japanese-PUD,Japanese
n03002,70,59,25,11,UD_Japanese-PUD,Japanese
n03003,68,48,17,9,UD_Japanese-PUD,Japanese
n03004,64,47,14,8,UD_Japanese-PUD,Japanese
n03005,65,47,17,4,UD_Japanese-PUD,Japanese
n03006,57,45,12,8,UD_Japanese-PUD,Japanese
n03007,60,47,18,8,UD_Japanese-PUD,Japanese
n03008,57,39,19,5,UD_Japanese-PUD,Japanese
n03009,58,50,19,7,UD_Japanese-PUD,Japanese
n03010,58,42,20,5,UD_Japanese-PUD,Japanese
n04001,59,45,14,8,UD_Japanese-PUD,Japanese
n04002,66,53,20,5,UD_Japanese-PUD,Japanese
n04003,58,36,16,4,UD_Japanese-PUD,Japanese
n04005,60,51,20,7,UD_Japanese-PUD,Japanese
n04006,62,52,23,3,UD_Japanese-PUD,Japanese
n04007,66,52,19,4,UD_Japanese-PUD,Japanese
n04008,59,41,16,7,UD_Japanese-PUD,Japanese
n04009,69,59,24,8,UD_Japanese-PUD,Japanese
n04010,69,50,17,9,UD_Japanese-PUD,Japanese
n05001,68,51,18,6,UD_Japanese-PUD,Japanese
n05002,66,49,20,8,UD_Japanese-PUD,Japanese
n05003,67,41,11,6,UD_Japanese-PUD,Japanese
n05004,62,55,18,11,UD_Japanese-PUD,Japanese
n05005,72,54,20,3,UD_Japanese-PUD,Japanese
n05006,66,48,20,8,UD_Japanese-PUD,Japanese
n05007,67,49,20,4,UD_Japanese-PUD,Japanese
n05008,65,51,23,7,UD_Japanese-PUD,Japanese
n05009,66,51,17,8,UD_Japanese-PUD,Japanese
n05010,66,53,18,9,UD_Japanese-PUD,Japanese
w01001,64,46,17,9,UD_Japanese-PUD,Japanese
w01002,60,46,23,9,UD_Japanese-PUD,Japanese
w01003,67,51,17,7,UD_Japanese-PUD,Japanese
w01004,66,52,19,5,UD_Japanese-PUD,Japanese
w01005,65,44,20,5,UD_Japanese-PUD,Japanese
w01006,61,46,14,5,UD_Japanese-PUD,Japanese
w01007,61,49,17,9,UD_Japanese-PUD,Japanese
w01008,64,52,20,6,UD_Japanese-PUD,Japanese
w01009,68,55,19,8,UD_Japanese-PUD,Japanese
w01010,62,41,15,6,UD_Japanese-PUD,Japanese
w01012,62,48,19,9,UD_Japanese-PUD,Japanese
w01013,71,53,19,3,UD_Japanese-PUD,Japanese
w01014,69,51,18,4,UD_Japanese-PUD,Japanese
w01016,66,53,22,8,UD_Japanese-PUD,Japanese
w01017,67,52,21,3,UD_Japanese-PUD,Japanese
w01018,69,49,12,9,UD_Japanese-PUD,Japanese
w01019,70,51,25,9,UD_Japanese-PUD,Japanese
w01020,70,47,18,8,UD_Japanese-PUD,Japanese
w01022,62,48,20,3,UD_Japanese-PUD,Japanese
w01023,69,51,25,3,UD_Japanese-PUD,Japanese
w01025,62,41,15,8,UD_Japanese-PUD,Japanese
w01026,63,54,24,9,UD_Japanese-PUD,Japanese
w01027,63,44,15,6,UD_Japanese-PUD,Japanese
w01028,61,53,17,11,UD_Japanese-PUD,Japanese
w01029,62,48,20,2,UD_Japanese-PUD,Japanese
w01030,61,42,20,6,UD_Japanese-PUD,Japanese
w01031,70,59,25,4,UD_Japanese-PUD,Japanese
w01032,73,56,28,4,UD_Japanese-PUD,Japanese
w01033,65,47,16,12,UD_Japanese-PUD,Japanese
w01034,68,52,22,3,UD_Japanese-PUD,Japanese
w01035,72,49,25,5,UD_Japanese-PUD,Japanese
w01036,73,53,17,11,UD_Japanese-PUD,Japanese
w01037,68,49,21,7,UD_Japanese-PUD,Japanese
w01038,66,51,14,5,UD_Japanese-PUD,Japanese
w01039,66,50,17,4,UD_Japanese-PUD,Japanese
w01040,72,56,23,7,UD_Japanese-PUD,Japanese
w01041,67,50,21,7,UD_Japanese-PUD,Japanese
w01042,72,55,21,8,UD_Japanese-PUD,Japanese
w01043,72,57,24,5,UD_Japanese-PUD,Japanese
w01044,69,51,17,7,UD_Japanese-PUD,Japanese
w01045,65,44,18,6,UD_Japanese-PUD,Japanese
w01046,66,53,16,6,UD_Japanese-PUD,Japanese
w01047,61,45,19,5,UD_Japanese-PUD,Japanese
w01048,63,48,19,6,UD_Japanese-PUD,Japanese
w01049,59,41,13,9,UD_Japanese-PUD,Japanese
w01050,56,43,15,7,UD_Japanese-PUD,Japanese
w01051,63,51,17,7,UD_Japanese-PUD,Japanese
w01052,64,54,22,5,UD_Japanese-PUD,Japanese
w01053,63,43,16,4,UD_Japanese-PUD,Japanese
w01054,64,53,22,7,UD_Japanese-PUD,Japanese
w01056,64,49,16,5,UD_Japanese-PUD,Japanese
w01057,70,49,17,5,UD_Japanese-PUD,Japanese
w01058,63,49,22,2,UD_Japanese-PUD,Japanese
w01060,65,53,18,8,UD_Japanese-PUD,Japanese
w01061,64,43,17,3,UD_Japanese-PUD,Japanese
w01062,63,54,26,7,UD_Japanese-PUD,Japanese
w01063,66,44,16,3,UD_Japanese-PUD,Japanese
w01064,65,54,24,8,UD_Japanese-PUD,Japanese
w01065,62,52,21,5,UD_Japanese-PUD,Japanese
w01066,63,48,17,9,UD_Japanese-PUD,Japanese
w01067,65,50,18,9,UD_Japanese-PUD,Japanese
w01068,69,53,17,6,UD_Japanese-PUD,Japanese
w01069,67,49,33,2,UD_Japanese-PUD,Japanese
w01070,67,47,17,5,UD_Japanese-PUD,Japanese
w01071,66,58,23,11,UD_Japanese-PUD,Japanese
w01072,62,42,20,2,UD_Japanese-PUD,Japanese
w01073,65,53,18,5,UD_Japanese-PUD,Japanese
w01074,67,51,21,8,UD_Japanese-PUD,Japanese
w01075,68,48,18,4,UD_Japanese-PUD,Japanese
w01076,70,52,21,6,UD_Japanese-PUD,Japanese
w01078,68,53,20,9,UD_Japanese-PUD,Japanese
w01079,66,47,21,4,UD_Japanese-PUD,Japanese
w01080,64,52,20,5,UD_Japanese-PUD,Japanese
w01081,62,52,21,7,UD_Japanese-PUD,Japanese
w01082,63,43,20,3,UD_Japanese-PUD,Japanese
w01083,64,52,15,11,UD_Japanese-PUD,Japanese
w01084,66,45,15,8,UD_Japanese-PUD,Japanese
w01085,65,49,14,5,UD_Japanese-PUD,Japanese
w01086,67,54,25,5,UD_Japanese-PUD,Japanese
w01087,71,56,17,6,UD_Japanese-PUD,Japanese
w01088,68,53,16,11,UD_Japanese-PUD,Japanese
w01089,70,46,15,7,UD_Japanese-PUD,Japanese
w01091,67,49,12,10,UD_Japanese-PUD,Japanese
w01092,66,49,15,7,UD_Japanese-PUD,Japanese
w01093,68,48,18,8,UD_Japanese-PUD,Japanese
w01094,58,40,13,7,UD_Japanese-PUD,Japanese
w01095,60,47,20,10,UD_Japanese-PUD,Japanese
w01096,60,43,12,4,UD_Japanese-PUD,Japanese
w01097,56,46,17,5,UD_Japanese-PUD,Japanese
w01098,61,46,19,4,UD_Japanese-PUD,Japanese
w01099,61,48,17,6,UD_Japanese-PUD,Japanese
w01100,64,53,26,6,UD_Japanese-PUD,Japanese
w01101,64,54,22,4,UD_Japanese-PUD,Japanese
w01102,69,54,25,3,UD_Japanese-PUD,Japanese
w01103,71,49,22,4,UD_Japanese-PUD,Japanese
w01105,62,43,13,6,UD_Japanese-PUD,Japanese
w01106,62,50,22,7,UD_Japanese-PUD,Japanese
w01107,66,54,22,6,UD_Japanese-PUD,Japanese
w01108,66,44,20,4,UD_Japanese-PUD,Japanese
w01109,63,53,19,11,UD_Japanese-PUD,Japanese
w01111,64,51,15,5,UD_Japanese-PUD,Japanese
w01112,64,54,21,6,UD_Japanese-PUD,Japanese
w01113,68,49,15,6,UD_Japanese-PUD,Japanese
w01114,69,56,22,7,UD_Japanese-PUD,Japanese
w01115,64,46,20,4,UD_Japanese-PUD,Japanese
w01116,66,52,17,8,UD_Japanese-PUD,Japanese
w01117,64,50,17,8,UD_Japanese-PUD,Japanese
w01119,69,49,17,4,UD_Japanese-PUD,Japanese
w01121,66,49,18,10,UD_Japanese-PUD,Japanese
w01122,69,53,20,5,UD_Japanese-PUD,Japanese
w01124,68,49,17,5,UD_Japanese-PUD,Japanese
w01125,69,53,22,6,UD_Japanese-PUD,Japanese
w01127,67,51,21,4,UD_Japanese-PUD,Japanese
w01128,68,53,17,9,UD_Japanese-PUD,Japanese
w01129,65,52,14,9,UD_Japanese-PUD,Japanese
w01130,66,50,22,5,UD_Japanese-PUD,Japanese
w01131,66,50,17,5,UD_Japanese-PUD,Japanese
w01132,62,49,13,9,UD_Japanese-PUD,Japanese
w01133,65,50,15,6,UD_Japanese-PUD,Japanese
w01134,63,48,14,4,UD_Japanese-PUD,Japanese
w01135,68,52,20,6,UD_Japanese-PUD,Japanese
w01136,61,38,18,3,UD_Japanese-PUD,Japanese
w01137,62,52,17,7,UD_Japanese-PUD,Japanese
w01138,61,49,19,3,UD_Japanese-PUD,Japanese
w01139,62,44,17,6,UD_Japanese-PUD,Japanese
w01140,58,47,21,5,UD_Japanese-PUD,Japanese
w01141,58,41,12,4,UD_Japanese-PUD,Japanese
w01142,61,53,21,8,UD_Japanese-PUD,Japanese
w01143,62,45,18,5,UD_Japanese-PUD,Japanese
w01144,59,46,16,7,UD_Japanese-PUD,Japanese
w01146,69,59,19,8,UD_Japanese-PUD,Japanese
w01147,71,56,22,5,UD_Japanese-PUD,Japanese
w01148,72,52,21,6,UD_Japanese-PUD,Japanese
w01149,70,54,28,4,UD_Japanese-PUD,Japanese
w01150,69,52,22,4,UD_Japanese-PUD,Japanese
w02001,65,48,23,2,UD_Japanese-PUD,Japanese
w02002,68,52,22,8,UD_Japanese-PUD,Japanese
w02003,69,55,23,3,UD_Japanese-PUD,Japanese
w02004,62,44,24,3,UD_Japanese-PUD,Japanese
w02005,68,53,15,15,UD_Japanese-PUD,Japanese
w02006,69,52,18,12,UD_Japanese-PUD,Japanese
w02007,61,46,17,7,UD_Japanese-PUD,Japanese
w02008,64,51,18,9,UD_Japanese-PUD,Japanese
w02009,67,45,17,3,UD_Japanese-PUD,Japanese
w02011,57,41,12,6,UD_Japanese-PUD,Japanese
w02012,57,49,18,5,UD_Japanese-PUD,Japanese
w02013,63,47,17,4,UD_Japanese-PUD,Japanese
w02014,63,44,11,6,UD_Japanese-PUD,Japanese
w02015,65,53,32,3,UD_Japanese-PUD,Japanese
w02016,65,43,17,4,UD_Japanese-PUD,Japanese
w02017,69,58,21,8,UD_Japanese-PUD,Japanese
w02018,71,50,24,7,UD_Japanese-PUD,Japanese
w02019,68,51,14,10,UD_Japanese-PUD,Japanese
w03001,66,47,17,6,UD_Japanese-PUD,Japanese
w03002,68,53,20,5,UD_Japanese-PUD,Japanese
w03003,59,48,18,7,UD_Japanese-PUD,Japanese
w03004,63,50,18,2,UD_Japanese-PUD,Japanese
w03005,61,49,21,9,UD_Japanese-PUD,Japanese
w03006,65,55,21,7,UD_Japanese-PUD,Japanese
w03007,62,41,14,3,UD_Japanese-PUD,Japanese
w03008,63,51,19,11,UD_Japanese-PUD,Japanese
w03009,68,55,25,5,UD_Japanese-PUD,Japanese
w03010,69,45,12,7,UD_Japanese-PUD,Japanese
w04001,61,50,19,7,UD_Japanese-PUD,Japanese
w04002,62,43,15,2,UD_Japanese-PUD,Japanese
w04003,63,43,15,8,UD_Japanese-PUD,Japanese
w04004,61,52,19,7,UD_Japanese-PUD,Japanese
w04006,57,38,13,4,UD_Japanese-PUD,Japanese
w04007,65,56,21,8,UD_Japanese-PUD,Japanese
w04008,66,47,18,4,UD_Japanese-PUD,Japanese
w04009,62,47,20,5,UD_Japanese-PUD,Japanese
w04010,66,53,20,6,UD_Japanese-PUD,Japanese
w05001,71,49,10,9,UD_Japanese-PUD,Japanese
w05002,63,48,15,7,UD_Japanese-PUD,Japanese
w05003,60,47,23,3,UD_Japanese-PUD,Japanese
w05004,62,49,20,6,UD_Japanese-PUD,Japanese
w05005,61,46,15,8,UD_Japanese-PUD,Japanese
w05006,61,47,14,7,UD_Japanese-PUD,Japanese
w05007,65,50,21,9,UD_Japanese-PUD,Japanese
w05008,67,49,18,1,UD_Japanese-PUD,Japanese
w05009,64,42,16,7,UD_Japanese-PUD,Japanese
w05010,57,39,13,2,UD_Japanese-PUD,Japanese
n01001,45,43,10,6,UD_Russian-PUD,Russian
n01002,39,36,12,3,UD_Russian-PUD,Russian
n01003,39,35,14,4,UD_Russian-PUD,Russian
n01004,40,40,11,7,UD_Russian-PUD,Russian
n01005,38,38,12,9,UD_Russian-PUD,Russian
n01006,35,34,12,5,UD_Russian-PUD,Russian
n01007,29,28,10,5,UD_Russian-PUD,Russian
n01008,34,34,8,6,UD_Russian-PUD,Russian
n01009,34,33,15,6,UD_Russian-PUD,Russian
n01010,39,36,8,5,UD_Russian-PUD,Russian
n01011,43,41,16,3,UD_Russian-PUD,Russian
n01012,48,45,8,4,UD_Russian-PUD,Russian
n01013,44,43,18,8,UD_Russian-PUD,Russian
n01014,46,43,13,7,UD_Russian-PUD,Russian
n01015,42,40,15,6,UD_Russian-PUD,Russian
n01016,41,39,10,8,UD_Russian-PUD,Russian
n01017,41,40,13,6,UD_Russian-PUD,Russian
n01018,42,40,14,4,UD_Russian-PUD,Russian
n01019,41,39,19,1,UD_Russian-PUD,Russian
n01020,38,35,13,5,UD_Russian-PUD,Russian
n01021,36,33,3,7,UD_Russian-PUD,Russian
n01022,41,41,16,2,UD_Russian-PUD,Russian
n01023,35,33,8,3,UD_Russian-PUD,Russian
n01024,40,40,9,8,UD_Russian-PUD,Russian
n01025,41,39,9,4,UD_Russian-PUD,Russian
n01026,43,39,16,5,UD_Russian-PUD,Russian
n01027,48,46,15,5,UD_Russian-PUD,Russian
n01028,44,43,12,6,UD_Russian-PUD,Russian
n01029,44,43,12,5,UD_Russian-PUD,Russian
n01030,43,38,10,6,UD_Russian-PUD,Russian
n01031,48,42,13,7,UD_Russian-PUD,Russian
n01032,42,42,15,2,UD_Russian-PUD,Russian
n01033,46,46,14,9,UD_Russian-PUD,Russian
n01034,40,39,12,5,UD_Russian-PUD,Russian
n01035,45,43,13,4,UD_Russian-PUD,Russian
n01036,43,43,14,6,UD_Russian-PUD,Russian
n01037,40,37,13,4,UD_Russian-PUD,Russian
n01038,39,34,11,3,UD_Russian-PUD,Russian
n01039,44,43,15,4,UD_Russian-PUD,Russian
n01040,40,39,12,8,UD_Russian-PUD,Russian
n01041,38,37,12,6,UD_Russian-PUD,Russian
n01042,42,39,11,5,UD_Russian-PUD,Russian
n01043,42,40,11,9,UD_Russian-PUD,Russian
n01044,39,36,13,2,UD_Russian-PUD,Russian
n01045,42,40,10,4,UD_Russian-PUD,Russian
n01046,44,42,11,8,UD_Russian-PUD,Russian
n01047,41,39,10,4,UD_Russian-PUD,Russian
n01048,42,40,15,4,UD_Russian-PUD,Russian
n01049,46,42,12,4,UD_Russian-PUD,Russian
n01050,41,41,16,6,UD_Russian-PUD,Russian
n01051,38,37,13,3,UD_Russian-PUD,Russian
n01052,46,46,12,5,UD_Russian-PUD,Russian
n01053,42,41,16,8,UD_Russian-PUD,Russian
n01054,45,42,9,6,UD_Russian-PUD,Russian
n01055,39,39,16,6,UD_Russian-PUD,Russian
n01057,41,38,10,3,UD_Russian-PUD,Russian
n01058,39,38,13,2,UD_Russian-PUD,Russian
n01059,39,39,10,3,UD_Russian-PUD,Russian
n01060,40,38,9,2,UD_Russian-PUD,Russian
n01061,40,39,12,7,UD_Russian-PUD,Russian
n01062,40,38,9,4,UD_Russian-PUD,Russian
n01063,43,41,10,6,UD_Russian-PUD,Russian
n01064,42,41,13,5,UD_Russian-PUD,Russian
n01065,44,39,12,7,UD_Russian-PUD,Russian
n01066,42,40,3,2,UD_Russian-PUD,Russian
n01067,45,42,18,2,UD_Russian-PUD,Russian
n01068,36,35,13,5,UD_Russian-PUD,Russian
n01069,38,37,8,6,UD_Russian-PUD,Russian
n01070,38,35,10,5,UD_Russian-PUD,Russian
n01071,43,39,10,3,UD_Russian-PUD,Russian
n01072,44,44,17,5,UD_Russian-PUD,Russian
n01073,45,42,14,5,UD_Russian-PUD,Russian
n01074,44,43,17,5,UD_Russian-PUD,Russian
n01075,42,40,18,5,UD_Russian-PUD,Russian
n01076,42,42,10,6,UD_Russian-PUD,Russian
n01077,44,42,8,4,UD_Russian-PUD,Russian
n01078,39,36,14,2,UD_Russian-PUD,Russian
n01079,41,39,16,4,UD_Russian-PUD,Russian
n01080,42,36,14,4,UD_Russian-PUD,Russian
n01081,36,34,13,3,UD_Russian-PUD,Russian
n01082,39,39,12,5,UD_Russian-PUD,Russian
n01083,41,40,14,6,UD_Russian-PUD,Russian
n01084,40,33,12,2,UD_Russian-PUD,Russian
n01085,36,35,14,5,UD_Russian-PUD,Russian
n01086,43,38,5,10,UD_Russian-PUD,Russian
n01087,42,41,12,6,UD_Russian-PUD,Russian
n01088,37,33,10,7,UD_Russian-PUD,Russian
n01089,41,38,11,5,UD_Russian-PUD,Russian
n01090,42,36,10,3,UD_Russian-PUD,Russian
n01091,40,40,12,5,UD_Russian-PUD,Russian
n01092,42,42,12,8,UD_Russian-PUD,Russian
n01093,40,38,16,4,UD_Russian-PUD,Russian
n01094,43,40,11,4,UD_Russian-PUD,Russian
n01095,41,39,10,7,UD_Russian-PUD,Russian
n01096,43,43,18,6,UD_Russian-PUD,Russian
n01097,44,40,14,4,UD_Russian-PUD,Russian
n01098,48,45,19,6,UD_Russian-PUD,Russian
n01099,45,45,18,4,UD_Russian-PUD,Russian
n01101,44,44,14,4,UD_Russian-PUD,Russian
n01102,45,39,9,4,UD_Russian-PUD,Russian
n01103,46,44,15,3,UD_Russian-PUD,Russian
n01104,39,38,16,4,UD_Russian-PUD,Russian
n01105,34,33,10,6,UD_Russian-PUD,Russian
n01106,39,36,11,3,UD_Russian-PUD,Russian
n01107,41,36,12,8,UD_Russian-PUD,Russian
n01108,42,39,11,10,UD_Russian-PUD,Russian
n01109,42,42,15,4,UD_Russian-PUD,Russian
n01110,43,41,13,7,UD_Russian-PUD,Russian
n01111,40,38,15,3,UD_Russian-PUD,Russian
n01112,42,40,12,3,UD_Russian-PUD,Russian
n01113,39,38,15,5,UD_Russian-PUD,Russian
n01114,39,36,9,8,UD_Russian-PUD,Russian
n01115,39,39,7,7,UD_Russian-PUD,Russian
n01116,41,40,12,8,UD_Russian-PUD,Russian
n01117,40,40,10,2,UD_Russian-PUD,Russian
n01118,43,38,19,4,UD_Russian-PUD,Russian
n01119,40,39,8,6,UD_Russian-PUD,Russian
n01120,41,40,19,4,UD_Russian-PUD,Russian
n01121,43,39,11,5,UD_Russian-PUD,Russian
n01122,44,44,15,5,UD_Russian-PUD,Russian
n01123,44,41,16,4,UD_Russian-PUD,Russian
n01125,46,44,10,8,UD_Russian-PUD,Russian
n01127,47,45,16,4,UD_Russian-PUD,Russian
n01128,50,49,20,6,UD_Russian-PUD,Russian
n01129,44,44,15,4,UD_Russian-PUD,Russian
n01130,42,38,13,7,UD_Russian-PUD,Russian
n01131,38,36,13,4,UD_Russian-PUD,Russian
n01132,36,36,7,5,UD_Russian-PUD,Russian
n01133,37,37,15,5,UD_Russian-PUD,Russian
n01134,37,37,11,1,UD_Russian-PUD,Russian
n01135,36,33,16,3,UD_Russian-PUD,Russian
n01136,44,40,8,6,UD_Russian-PUD,Russian
n01137,42,41,12,8,UD_Russian-PUD,Russian
n01138,39,38,13,2,UD_Russian-PUD,Russian
n01139,42,40,7,11,UD_Russian-PUD,Russian
n01140,42,42,9,4,UD_Russian-PUD,Russian
n01141,44,38,10,6,UD_Russian-PUD,Russian
n01142,46,45,12,9,UD_Russian-PUD,Russian
n01143,49,45,16,4,UD_Russian-PUD,Russian
n01144,46,43,13,4,UD_Russian-PUD,Russian
n01145,43,39,12,7,UD_Russian-PUD,Russian
n01146,40,38,11,4,UD_Russian-PUD,Russian
n01147,41,38,12,1,UD_Russian-PUD,Russian
n01148,43,41,7,9,UD_Russian-PUD,Russian
n01149,41,41,17,5,UD_Russian-PUD,Russian
n01150,36,35,12,4,UD_Russian-PUD,Russian
n02002,43,41,13,5,UD_Russian-PUD,Russian
n02004,48,47,20,4,UD_Russian-PUD,Russian
n02006,43,40,16,8,UD_Russian-PUD,Russian
n02007,40,39,12,3,UD_Russian-PUD,Russian
n02011,40,35,11,8,UD_Russian-PUD,Russian
n02016,41,37,10,5,UD_Russian-PUD,Russian
n02017,44,40,11,1,UD_Russian-PUD,Russian
n02022,42,41,16,7,UD_Russian-PUD,Russian
n02024,44,43,12,5,UD_Russian-PUD,Russian
n02027,41,40,14,5,UD_Russian-PUD,Russian
n02030,39,34,13,4,UD_Russian-PUD,Russian
n02031,40,40,11,10,UD_Russian-PUD,Russian
n02032,44,41,16,4,UD_Russian-PUD,Russian
n02033,40,40,15,7,UD_Russian-PUD,Russian
n02034,43,42,5,5,UD_Russian-PUD,Russian
n02036,46,45,19,2,UD_Russian-PUD,Russian
n02038,39,34,7,4,UD_Russian-PUD,Russian
n02040,46,44,14,4,UD_Russian-PUD,Russian
n02041,39,38,14,6,UD_Russian-PUD,Russian
n02042,39,37,8,10,UD_Russian-PUD,Russian
n02043,43,41,16,4,UD_Russian-PUD,Russian
n02044,40,38,11,9,UD_Russian-PUD,Russian
n02046,45,44,15,8,UD_Russian-PUD,Russian
n02048,48,45,18,5,UD_Russian-PUD,Russian
n02050,46,40,14,8,UD_Russian-PUD,Russian
n02052,41,40,17,3,UD_Russian-PUD,Russian
n02056,37,37,13,3,UD_Russian-PUD,Russian
n02058,41,40,12,5,UD_Russian-PUD,Russian
n02066,39,37,18,5,UD_Russian-PUD,Russian
n02068,41,41,12,5,UD_Russian-PUD,Russian
n02069,38,36,19,3,UD_Russian-PUD,Russian
n02073,34,33,11,4,UD_Russian-PUD,Russian
n02074,40,35,11,5,UD_Russian-PUD,Russian
n02075,41,40,14,8,UD_Russian-PUD,Russian
n02076,40,38,12,8,UD_Russian-PUD,Russian
n02078,41,39,8,4,UD_Russian-PUD,Russian
n02079,41,40,17,2,UD_Russian-PUD,Russian
n02081,40,37,11,5,UD_Russian-PUD,Russian
n02082,34,33,12,10,UD_Russian-PUD,Russian
n02083,49,44,9,6,UD_Russian-PUD,Russian
n03001,46,45,15,6,UD_Russian-PUD,Russian
n03002,44,42,10,7,UD_Russian-PUD,Russian
n03003,41,41,13,5,UD_Russian-PUD,Russian
n03004,39,36,12,3,UD_Russian-PUD,Russian
n03005,41,41,13,5,UD_Russian-PUD,Russian
n03006,40,36,11,5,UD_Russian-PUD,Russian
n03007,39,37,12,4,UD_Russian-PUD,Russian
n03008,41,40,17,6,UD_Russian-PUD,Russian
n03009,45,44,12,2,UD_Russian-PUD,Russian
n03010,42,40,19,3,UD_Russian-PUD,Russian
n04001,43,42,14,7,UD_Russian-PUD,Russian
n04002,43,43,14,5,UD_Russian-PUD,Russian
n04003,41,41,15,6,UD_Russian-PUD,Russian
n04005,42,42,12,9,UD_Russian-PUD,Russian
n04006,37,37,13,4,UD_Russian-PUD,Russian
n04007,36,34,6,8,UD_Russian-PUD,Russian
n04008,39,34,9,1,UD_Russian-PUD,Russian
n04009,43,38,8,6,UD_Russian-PUD,Russian
n04010,43,42,16,4,UD_Russian-PUD,Russian
n05001,39,37,7,3,UD_Russian-PUD,Russian
n05002,43,43,10,6,UD_Russian-PUD,Russian
n05003,42,42,16,9,UD_Russian-PUD,Russian
n05004,43,40,10,7,UD_Russian-PUD,Russian
n05005,40,38,16,6,UD_Russian-PUD,Russian
n05006,40,35,11,8,UD_Russian-PUD,Russian
n05007,39,38,15,3,UD_Russian-PUD,Russian
n05008,41,39,12,2,UD_Russian-PUD,Russian
n05009,46,45,11,8,UD_Russian-PUD,Russian
n05010,43,43,17,6,UD_Russian-PUD,Russian
w01001,42,40,13,3,UD_Russian-PUD,Russian
w01002,40,39,10,3,UD_Russian-PUD,Russian
w01003,44,40,14,8,UD_Russian-PUD,Russian
w01004,47,44,11,7,UD_Russian-PUD,Russian
w01005,47,47,20,4,UD_Russian-PUD,Russian
w01006,39,38,10,5,UD_Russian-PUD,Russian
w01007,43,37,13,3,UD_Russian-PUD,Russian
w01008,38,36,13,3,UD_Russian-PUD,Russian
w01009,35,35,10,5,UD_Russian-PUD,Russian
w01010,34,33,9,3,UD_Russian-PUD,Russian
w01012,36,34,12,3,UD_Russian-PUD,Russian
w01013,35,33,10,6,UD_Russian-PUD,Russian
w01014,44,44,10,6,UD_Russian-PUD,Russian
w01016,43,42,14,4,UD_Russian-PUD,Russian
w01017,41,41,7,6,UD_Russian-PUD,Russian
w01018,45,40,8,7,UD_Russian-PUD,Russian
w01019,41,39,13,5,UD_Russian-PUD,Russian
w01020,43,41,10,4,UD_Russian-PUD,Russian
w01022,45,44,12,8,UD_Russian-PUD,Russian
w01023,46,42,16,6,UD_Russian-PUD,Russian
w01025,44,41,11,6,UD_Russian-PUD,Russian
w01026,47,44,17,6,UD_Russian-PUD,Russian
w01027,42,40,10,3,UD_Russian-PUD,Russian
w01028,44,41,12,3,UD_Russian-PUD,Russian
w01029,41,37,11,6,UD_Russian-PUD,Russian
w01030,41,38,13,8,UD_Russian-PUD,Russian
w01031,40,39,17,7,UD_Russian-PUD,Russian
w01032,39,36,9,6,UD_Russian-PUD,Russian
w01033,43,41,11,7,UD_Russian-PUD,Russian
w01034,38,36,9,7,UD_Russian-PUD,Russian
w01035,34,34,12,2,UD_Russian-PUD,Russian
w01036,35,35,10,8,UD_Russian-PUD,Russian
w01037,37,33,10,6,UD_Russian-PUD,Russian
w01038,39,36,14,2,UD_Russian-PUD,Russian
w01039,44,43,14,6,UD_Russian-PUD,Russian
w01040,43,42,11,5,UD_Russian-PUD,Russian
w01041,48,44,14,5,UD_Russian-PUD,Russian
w01042,43,40,17,8,UD_Russian-PUD,Russian
w01043,38,34,10,4,UD_Russian-PUD,Russian
w01044,38,37,7,6,UD_Russian-PUD,Russian
w01045,44,43,8,10,UD_Russian-PUD,Russian
w01046,40,36,13,5,UD_Russian-PUD,Russian
w01047,41,38,11,5,UD_Russian-PUD,Russian
w01048,41,39,12,7,UD_Russian-PUD,Russian
w01049,47,46,11,7,UD_Russian-PUD,Russian
w01050,47,41,11,5,UD_Russian-PUD,Russian
w01051,50,47,21,6,UD_Russian-PUD,Russian
w01052,40,36,13,1,UD_Russian-PUD,Russian
w01053,39,35,15,5,UD_Russian-PUD,Russian
w01054,39,37,9,6,UD_Russian-PUD,Russian
w01056,38,35,9,4,UD_Russian-PUD,Russian
w01057,40,40,12,7,UD_Russian-PUD,Russian
w01058,45,40,13,5,UD_Russian-PUD,Russian
w01060,48,45,13,7,UD_Russian-PUD,Russian
w01061,44,42,17,9,UD_Russian-PUD,Russian
w01062,42,38,9,4,UD_Russian-PUD,Russian
w01063,45,42,11,9,UD_Russian-PUD,Russian
w01064,47,44,15,8,UD_Russian-PUD,Russian
w01065,39,39,13,6,UD_Russian-PUD,Russian
w01066,38,36,14,6,UD_Russian-PUD,Russian
